Mac,Version,BT,Voice,Demo
20:18:5b:fa:6e:a7,241008.0745A,E:/python/ANKER-WT230/CE_7587_Burn/fw/XG_BT_FW_241008_0745_Test_DFU.bin#Pass,E:/python/ANKER-WT230/CE_7587_Burn/fw/combined_bin_241008_DFU.bin#Pass,None
